Job Title,Job Description,Job Skills,,,,,,,,,,,,,,,,,,,,,,,
SQA Automation Engineer,"As a Senior QA Automation Engineer, you will play a crucial role in the Afiniti Quality Assurance Department, which is dedicated to providing high-quality Agile delivery to meet customer needs and uphold company product quality standards. You will be responsible for creating and implementing strategies for quality coordination and testing while suggesting solutions to identified quality problems. Your key responsibilities will include collaborating with software developers to enhance and optimize program functionality and performance, developing and executing comprehensive test plans to validate software functionality and identify defects, and automating test cases to streamline testing processes. ","Selenium, Cypress, Java, Python, SQL, C++, XML, automation testing, test planning, debugging, software quality assurance, Agile methodology, collaboration, bug reporting, root cause analysis, DevOps integration.",,,,,,,,,,,,,,,,,,,,,,,
SQA Engineer,"As a QA Engineer, you'll integrate tests into code release cycles by collaborating with developers and DevOps teams and perform thorough testing based on specifications and architectural knowledge. You will also create detailed bug reports for efficient root cause analysis, prioritize tasks to deliver high-quality results, maintain effective communication within the team, and utilize debugging tools to diagnose issues in test and production environments. ","Selenium, Cypress, Java, Python, SQL, C++, XML, automation testing, test planning, debugging, software quality assurance, Agile methodology, collaboration, bug reporting, root cause analysis, DevOps integration.",,,,,,,,,,,,,,,,,,,,,,,
Wordpress Developer,"This role involves designing and developing WordPress websites. You will be responsible for creating visually appealing designs, implementing responsive layouts, and ensuring optimal website performance. You will also be involved in troubleshooting, maintenance, and SEO optimization.","WordPress, HTML, CSS, JavaScript, PHP, Photoshop, Illustrator, Sketch, Figma, Responsive Design, SEO, UI/UX Design, Problem-Solving, Communication, Teamwork",,,,,,,,,,,,,,,,,,,,,,,
Wordpress Developer,"We are seeking a skilled WordPress Developer to join our team. You will be responsible for designing, developing, and maintaining WordPress websites. Your role will involve creating custom themes, plugins, and ensuring optimal website performance. A strong understanding of HTML, CSS, JavaScript, and PHP is essential.","WordPress, PHP, HTML, CSS, JavaScript, MySQL, WooCommerce, SEO",,,,,,,,,,,,,,,,,,,,,,,
Frontend Wordpress Developer,"As a Front-End WordPress Developer, you will focus on creating visually appealing and user-friendly websites. You will be responsible for designing and implementing custom WordPress themes, ensuring cross-browser compatibility, and optimizing website performance. A strong understanding of HTML, CSS, and JavaScript is essential.","WordPress, HTML, CSS, JavaScript, jQuery, Bootstrap, Responsive Design",,,,,,,,,,,,,,,,,,,,,,,
Backend Wordpress Developer,"As a Back-End WordPress Developer, you will focus on the server-side development of WordPress websites. You will be responsible for optimizing database queries, integrating with third-party APIs, and ensuring website security. A strong understanding of PHP and MySQL is essential.","Angular, HTML, CSS, JavaScript, TypeScript, front-end development, healthcare protocols, RESTful APIs, troubleshooting, performance optimization, teamwork, communication skills.",,,,,,,,,,,,,,,,,,,,,,,
Fullstack Wordpress Developer,"As a Full-Stack WordPress Developer, you will be responsible for both front-end and back-end development. You will be involved in designing, developing, and maintaining WordPress websites. A strong understanding of HTML, CSS, JavaScript, PHP, and MySQL is essential.","WordPress, PHP, HTML, CSS, JavaScript, MySQL, Front-End Development, Back-End Development",,,,,,,,,,,,,,,,,,,,,,,
Wordpress Theme Developer,"As a WordPress Theme Developer, you will be responsible for creating and customizing WordPress themes. You will be involved in designing, developing, and testing WordPress themes. A strong understanding of HTML, CSS, and JavaScript is essential.","WordPress, HTML, CSS, JavaScript, Theme Development, Child Themes, Theme Customization",,,,,,,,,,,,,,,,,,,,,,,
Wordpress Plugin Developer,"As a WordPress Plugin Developer, you will be responsible for creating and customizing WordPress plugins. You will be involved in designing, developing, and testing WordPress plugins. A strong understanding of PHP and WordPress APIs is essential.","WordPress, PHP, Plugin Development, WordPress APIs, Hooks, Filters",,,,,,,,,,,,,,,,,,,,,,,
Ecommerce Wordpress Developer,"As an E-commerce WordPress Developer, you will be responsible for developing and maintaining e-commerce websites using WordPress. You will be involved in setting up online stores, integrating payment gateways, and optimizing product catalogs. A strong understanding of WooCommerce is essential.","WordPress, WooCommerce, E-commerce, Payment Gateways, Product Catalogs",,,,,,,,,,,,,,,,,,,,,,,
Wordpress Support Specialist,"As a WordPress Support Specialist, you will be responsible for providing technical support to WordPress users. You will be involved in troubleshooting issues, answering questions, and providing guidance. A strong understanding of WordPress and its core functionalities is essential.","WordPress, Troubleshooting, Customer Support, Technical Support",,,,,,,,,,,,,,,,,,,,,,,
Wordpress Security Specialist,"As a WordPress Security Specialist, you will be responsible for securing WordPress websites. You will be involved in identifying and mitigating security vulnerabilities, implementing security best practices, and staying up-to-date with the latest security threats.","WordPress, Security, Vulnerability Assessment, Penetration Testing, Web Application Firewall",,,,,,,,,,,,,,,,,,,,,,,
Wordpress Performance Optimizer,"As a WordPress Performance Optimization Specialist, you will be responsible for optimizing the performance of WordPress websites. You will be involved in identifying and resolving performance bottlenecks, optimizing images, and implementing caching strategies.","WordPress, Performance Optimization, Caching, Minification, Image Optimization",,,,,,,,,,,,,,,,,,,,,,,
Mobile Application Developer,"Develop and maintain high-quality mobile applications for iOS and Android platforms. Collaborate with cross-functional teams to define, design, and ship new features. Ensure app performance, quality, and user experience.","Swift, Kotlin, Java, Android SDK, iOS SDK, React Native, Flutter, RESTful APIs, JSON, XML, Git, Agile Methodologies",,,,,,,,,,,,,,,,,,,,,,,
Android Developer,"Develop and maintain Android applications using Kotlin or Java. Optimize app performance, resolve bugs, and implement new features. Collaborate with designers, product managers, and other developers.","Kotlin, Java, Android SDK, Android Studio, Material Design, RESTful APIs, JSON, XML, Git, Agile Methodologies",,,,,,,,,,,,,,,,,,,,,,,
IOS Developer,"Develop and maintain iOS applications using Swift. Design and implement user interfaces, integrate with backend services, and optimize app performance. Stay up-to-date with Apple's latest technologies and guidelines.","Swift, Xcode, iOS SDK, UIKit, SwiftUI, RESTful APIs, JSON, XML, Git, Agile Methodologies",,,,,,,,,,,,,,,,,,,,,,,
